Customer_ID,Full_Name,NIC_Number,Gender,Date_of_Birth,Age,District,Province,Urban_Rural,Customer_Segment,Account_Open_Date,Customer_Tenure_Years,Savings_Balance,Monthly_Deposit_Avg,Monthly_Withdrawal_Avg,Net_Monthly_Flow,Account_Status,Interest_Rate_Tier,Has_Loan,Loan_Type,Loan_Amount,Loan_Tenure_Months,Monthly_Repayment_Amount,Loan_Repayment_Status,Loan_Start_Date,Outstanding_Loan_Balance,Mobile_App_User,Last_Login_Date,Monthly_Transaction_Count,Preferred_Channel,Push_Notification_Enabled,KYC_Status,KYC_Last_Updated,Suspicious_Activity_Flag,PEP_Flag,Has_Fixed_Deposit,FD_Amount,Has_Insurance,Has_Mobile_Wallet,Number_of_Products,Acquisition_Channel,Referral_Source,Last_Campaign_Response,Promo_Code_Used,Age_Band,Debt_to_Savings,Savings_Growing,CrossSell_Opportunity,High_Risk_Flag
FSL-0071,Patricia Wilson,785949882V,Female,1978-04-04,45,Colombo,Western,Suburban,Starter,2015-11-01,10.5,142052.28,8536.34,6475.7,2060.6400000000003,Active,Standard,No,,,,,Defaulted,,150000.0,Yes,2023-11-29,11,App,Yes,Verified,2020-05-03,No,No,No,,No,Yes,2,Digital,,Ignored,Yes,45-54,,True,True,False
FSL-0072,Janet Reed,945125697V,Female,1994-01-12,29,Colombo,Western,Suburban,Regular,2019-10-30,6.5,648810.81,48392.46,17625.01,30767.45,Active,Silver,Yes,Housing,1878353.49,36.0,57394.13,Delayed,2021-04-29,1457031.07,Yes,2023-09-12,31,Branch,No,Verified,2023-11-01,No,No,No,,No,Yes,3,Agent,,Ignored,No,25-34,2.24569481202078,True,True,False
FSL-0073,John Morris,732599189V,Male,1973-09-16,50,Kurunegala,North Western,Suburban,Regular,2016-01-26,10.3,717937.15,53952.35,23623.57,30328.78,Inactive,Silver,No,,,,,,,,Yes,2023-08-09,4,App,No,Verified,2023-01-17,No,No,No,,No,No,1,Branch,,Ignored,No,45-54,,True,True,False
FSL-0074,Emily Taylor,951547375V,Male,1995-06-03,28,Badulla,Uva,Urban,Regular,2016-07-27,9.8,636588.51,39060.2,13556.1,25504.1,Active,Silver,Yes,Personal,1339410.35,12.0,122779.28,On-Time,2023-06-15,1221046.17,Yes,2023-12-16,22,App,No,Pending,2022-07-11,No,No,No,,No,No,2,Agent,Friend,Ignored,No,25-34,1.9181090309028668,True,True,False
FSL-0075,Nancy Morgan,732495390V,Male,1973-09-06,50,Kandy,Central,Urban,Regular,2016-09-23,9.6,596931.13,23280.73,8472.57,14808.16,Active,Silver,Yes,Vehicle,2295972.15,12.0,210464.11,On-Time,2018-10-30,1070686.64,Yes,2023-10-10,28,App,Yes,Verified,2020-07-09,No,No,No,,Yes,Yes,4,Digital,,Unsubscribed,No,45-54,1.793651874044498,True,False,False
FSL-0076,Nancy Roberts,002727237V,Male,2000-09-28,23,Kandy,Central,Urban,Regular,2020-07-12,5.8,448866.68,4019.22,1871.26,2147.96,Active,Standard,No,,,,,,,,Yes,2023-08-03,33,Branch,Yes,Verified,2020-01-14,No,No,No,,No,Yes,2,Referral,,Ignored,No,18-24,,True,True,False
FSL-0077,Paul Allen,975224290V,Female,1997-01-22,26,Ratnapura,Sabaragamuwa,Urban,Starter,2018-07-31,7.8,47259.98,2915.82,1733.76,1182.0600000000002,Active,Standard,Yes,Business,876885.43,48.0,20095.29,On-Time,2023-10-21,507955.99,Yes,2023-10-18,13,App,No,Verified,2023-12-21,No,No,No,,Yes,No,3,Agent,,Ignored,No,25-34,10.748121137588292,True,False,False
FSL-0078,Lisa Thompson,020317932V,Male,2002-01-31,21,Kurunegala,North Western,Urban,Starter,2020-05-16,6.0,89425.38,4655.67,3976.4,679.27,Inactive,Standard,Yes,Personal,2382626.71,36.0,72802.48,Delayed,2023-05-20,1440886.24,No,,0,Branch,No,Verified,2023-08-18,No,No,No,,No,No,2,Referral,,Responded,Yes,18-24,16.112721466769276,True,True,False
FSL-0079,Sarah Rivera,893647129V,Female,1989-12-30,34,Kurunegala,North Western,Suburban,Regular,2022-09-29,3.6,410363.31,16700.98,5256.43,11444.55,Active,Silver,Yes,Personal,392404.55,24.0,17985.21,On-Time,2023-03-23,191113.86,Yes,2023-10-02,24,Agent,Yes,Pending,2022-07-15,No,No,No,,Yes,No,3,Digital,,Ignored,No,25-34,0.46571868230617397,True,False,False
FSL-0080,Nancy Campbell,942773623V,Male,1994-10-04,29,Jaffna,Northern,Suburban,Starter,2017-08-07,8.7,120674.59,6973.26,2871.81,4101.450000000001,Active,Standard,Yes,Housing,1376246.28,48.0,31538.98,On-Time,2020-01-03,378353.23,No,,0,App,No,Verified,2022-01-19,No,No,Yes,1739009.44,No,No,3,Agent,,Ignored,Yes,25-34,3.135318131182381,True,False,False
FSL-0081,Stephanie Nelson,000805873V,Male,2000-03-20,23,Trincomalee,Eastern,Suburban,Regular,2018-07-06,7.8,111932.09,4289.55,1757.97,2531.58,Active,Standard,No,,,,,,,,Yes,2026-03-15,26,Agent,Yes,Verified,2023-11-21,No,No,Yes,417044.5,No,Yes,3,Agent,,Responded,No,18-24,,True,False,False
FSL-0082,John Hall,782757290V,Male,1978-10-02,45,Badulla,Uva,Suburban,Regular,2022-09-05,3.7,403546.19,25265.44,14308.1,10957.339999999998,Active,Silver,No,,,,,,,,No,,1,Online,Yes,Verified,2021-08-14,No,No,No,,No,No,1,Digital,,Responded,No,45-54,,True,True,False
FSL-0083,Rebecca Mitchell,020928231V,Male,2002-04-02,21,Badulla,Uva,Urban,Regular,2023-04-03,3.1,667455.16,43438.47,20790.75,22647.72,Suspended,Silver,Yes,Vehicle,2593488.9,12.0,237736.48,On-Time,2023-06-02,1969202.15,Yes,2023-12-25,24,Agent,Yes,Verified,2021-02-27,No,No,No,,No,No,2,Branch,Colleague,Unsubscribed,No,18-24,2.9503137708906166,True,True,False
FSL-0084,Sandra Rivera,760317743V,Male,1976-01-31,47,Colombo,Western,Rural,Starter,2016-06-03,9.9,106706.85,2983.68,1156.91,1826.7699999999998,Active,Standard,Yes,Business,1493903.24,60.0,27388.23,On-Time,2023-06-18,675380.7,Yes,2023-11-10,7,Agent,Yes,Verified,2022-01-25,No,No,No,,No,No,2,Digital,,Unsubscribed,No,45-54,6.329309692864141,True,True,False
FSL-0085,Stephanie Jones,797828039V,Female,1979-10-09,44,Galle,Southern,Suburban,Regular,2018-03-07,8.2,283449.02,15497.86,9913.75,5584.110000000001,Active,Silver,Yes,Personal,185531.63,48.0,4251.77,On-Time,2019-12-14,88144.79,Yes,2023-09-18,14,Branch,No,Verified,2021-07-15,No,No,Yes,1362566.74,No,Yes,4,Referral,,Ignored,No,35-44,0.31097228700949464,True,False,False
FSL-0086,Daniel Morgan,700184496V,Male,1970-01-18,53,Ratnapura,Sabaragamuwa,Urban,Regular,2020-10-28,5.5,550386.53,11314.42,8116.49,3197.9300000000003,Inactive,Silver,No,,,,,,,,Yes,2023-07-04,32,App,Yes,Verified,2020-07-28,No,No,Yes,827169.99,No,No,2,Branch,Friend,Ignored,Yes,45-54,,True,False,False
FSL-0087,Patricia Adams,026494490V,Female,2002-05-29,21,Kandy,Central,Rural,Regular,2019-12-18,6.4,690770.77,17408.31,6271.85,11136.460000000001,Inactive,Silver,No,,,,,,,,Yes,2023-09-18,22,Branch,Yes,Verified,2021-05-23,No,No,No,,No,No,1,Referral,Family,Ignored,No,18-24,,True,True,False
FSL-0088,Ryan Young,802709108V,Male,1980-09-26,43,Kurunegala,North Western,Urban,Regular,2021-08-29,4.7,75389.36,5527.81,1698.37,3829.4400000000005,Active,Standard,Yes,Business,2589401.31,60.0,47472.36,On-Time,2023-03-11,1762089.51,No,,0,App,No,Verified,2021-03-17,Yes,No,No,,No,No,2,Agent,,Ignored,Yes,35-44,23.373185685619298,True,True,False
FSL-0089,Catherine Mitchell,821642369V,Male,1890-03-11,134,Matara,Southern,Urban,Starter,2016-09-28,9.6,82776.58,3596.14,2447.45,1148.69,Inactive,Standard,No,,,,,,,,Yes,2023-11-26,29,Branch,Yes,Verified,2022-06-08,No,No,Yes,1365551.2,No,Yes,3,Digital,,Responded,Yes,,,True,False,False
FSL-0090,Christine Scott,776797092V,Female,1977-06-28,46,Kandy,Central,Suburban,Starter,2023-03-22,3.1,133530.14,8851.15,2811.25,6039.9,Inactive,Standard,Yes,Personal,825701.47,60.0,15137.86,On-Time,2023-12-01,402049.0,Yes,2023-10-06,12,Online,Yes,Pending,2023-03-21,No,No,No,,Yes,No,3,Digital,Family,Responded,No,45-54,3.010923226771124,True,False,False
FSL-0091,Joshua Thomas,942937870V,Male,1994-10-20,29,Kandy,Central,Urban,Regular,2023-01-29,3.3,269549.41,18749.81,12054.66,6695.1500000000015,Active,Silver,No,,,,,,,,Yes,2023-07-28,35,App,No,Verified,2022-08-10,No,No,No,,Yes,Yes,3,Referral,Family,Responded,No,25-34,,True,False,False
FSL-0092,Nancy Nelson,966999083V,Female,1996-07-17,27,Galle,Southern,Suburban,Regular,2023-12-05,2.4,211198.96,4304.8,2350.51,1954.29,Active,Silver,Yes,Personal,2855421.27,12.0,261746.95,Delayed,2023-12-17,2346171.42,No,,0,Branch,Yes,Verified,2022-10-04,No,No,Yes,631668.01,Yes,Yes,5,Agent,,Unsubscribed,No,25-34,11.108820895708956,True,False,False
FSL-0093,Christopher Turner,922463187V,Male,1992-09-02,31,Kurunegala,North Western,Urban,Unknown,2019-11-17,6.5,,14943.24,7098.12,7845.12,Inactive,Silver,No,,,,,,,,Yes,2023-12-30,22,Online,Yes,Verified,2021-02-19,No,No,Yes,300749.73,No,Yes,3,Digital,,Ignored,No,25-34,,True,False,False
FSL-0094,Jason Allen,818242964V,Female,1981-11-20,42,Gampaha,Western,Urban,Regular,2022-11-26,3.4,563564.83,12635.0,10127.65,2507.3500000000004,Active,Silver,Yes,Housing,2906780.01,48.0,66613.71,On-Time,2023-11-07,1029042.58,No,,1,App,No,Expired,2023-02-12,No,No,No,,No,Yes,3,Digital,Friend,Ignored,No,35-44,1.8259524463228127,True,True,False
FSL-0095,Steven Jackson,867552376V,Female,1986-09-12,37,Trincomalee,Eastern,Suburban,Starter,2015-11-04,10.5,8161.03,194.79,163.92,30.870000000000005,Active,Standard,Yes,Vehicle,411456.59,48.0,9429.21,On-Time,2022-04-11,192636.95,No,,3,App,Yes,Verified,2021-12-25,No,No,Yes,1778505.22,Yes,No,4,Branch,,Responded,No,35-44,23.60448987443987,True,False,False
FSL-0096,Helen Brown,822017275V,Male,1982-07-20,41,Kandy,Central,Suburban,Regular,2023-12-10,2.4,430134.97,24881.27,19439.76,5441.510000000002,Inactive,Silver,Yes,,,,,,,,No,,2,Agent,Yes,Verified,2023-03-04,No,No,Yes,705867.38,Yes,No,3,Referral,Friend,Ignored,No,35-44,,True,False,False
FSL-0097,Stephanie Murphy,770592640V,Male,1977-02-28,46,Galle,Southern,Suburban,Regular,2023-11-15,2.5,735462.4,17176.37,15421.55,1754.8199999999997,Active,Silver,No,,,,,,,,No,,2,Branch,Yes,Verified,2023-11-29,No,No,No,,No,No,1,Branch,,Unsubscribed,No,45-54,,True,True,False
FSL-0098,Christine Mitchell,778209035V,Female,1977-11-16,46,Colombo,Western,Urban,Regular,2017-06-15,8.9,35543.83,1730.25,863.46,866.79,Active,Standard,No,,,,,,,,Yes,2023-07-16,22,App,Yes,Verified,2020-10-17,No,No,No,,No,Yes,2,Agent,,Responded,No,45-54,,True,True,False
FSL-0099,Paul Taylor,987478982V,Female,1998-09-04,25,Jaffna,Northern,Urban,Starter,2022-10-11,3.6,133992.03,7613.77,3914.2,3699.5700000000006,Active,Standard,No,,,,,,,,Yes,2023-12-05,20,Branch,Yes,Verified,2023-12-08,No,No,No,,No,Yes,2,Referral,,Responded,No,25-34,,True,True,False
FSL-0100,Christine Anderson,736794899V,Female,1973-06-28,50,Jaffna,Northern,Rural,Premium,2015-12-30,10.3,2504759.7350000003,252694.37,186380.18,66314.19,Active,Gold,Yes,Housing,786145.55,12.0,72063.34,On-Time,2017-03-16,560012.0,Yes,2023-09-21,28,Branch,No,Verified,2022-02-14,No,No,No,,No,No,2,Branch,Family,Ignored,No,45-54,0.22357912903769986,True,True,False
FSL-0101,William Young,841095278V,Male,1984-04-18,39,Gampaha,Western,Urban,Premium,2019-03-18,7.1,1224070.23,29989.9,25944.28,4045.6200000000026,Suspended,Gold,Yes,Business,2128288.71,48.0,48773.28,Defaulted,2020-02-18,1311494.03,Yes,2023-06-14,8,Online,Yes,Verified,2023-11-28,No,No,No,,No,Yes,5,Digital,Friend,Ignored,No,35-44,1.0714205752720578,True,True,True
FSL-0102,Samantha Anderson,860681062V,Male,1986-03-09,37,Kurunegala,North Western,Urban,Starter,2022-01-04,4.3,92031.25,2943.2,928.41,2014.79,Active,Standard,Yes,Personal,1447033.42,12.0,132644.73,On-Time,2023-02-15,723954.85,No,,2,App,No,Verified,2022-01-29,No,No,No,,No,Yes,3,Branch,Colleague,Ignored,Yes,35-44,7.866402444821731,True,True,False
FSL-0103,Matthew Garcia,946067782V,Female,1994-04-16,29,Trincomalee,Eastern,Urban,Premium,2019-05-05,7.0,4182823.47,188720.31,117253.56,71466.75,Inactive,Gold,No,,,,,,,,No,,3,Online,Yes,Expired,2020-03-12,No,No,No,,No,No,1,Digital,,Responded,No,25-34,,True,True,False
FSL-0104,Jessica Jackson,713357936V,Male,1971-12-01,52,Gampaha,Western,Rural,Regular,2022-01-13,4.3,135345.04,7539.11,3708.11,3830.9999999999995,Active,Standard,No,,,,,,,,Yes,2023-10-21,27,Online,No,Verified,2020-01-26,No,No,No,,No,Yes,2,Branch,,Ignored,No,45-54,,True,True,False
FSL-0105,Matthew Miller,823059775V,Male,1982-11-01,41,Jaffna,Northern,Rural,Regular,2022-05-06,4.0,398756.14,22544.77,7270.22,15274.55,Active,Silver,Yes,Business,164408.47,36.0,5023.59,Delayed,2022-06-25,120657.3,No,,2,App,Yes,Pending,2021-09-28,No,No,No,,Yes,No,3,Branch,Colleague,Unsubscribed,No,35-44,0.3025841808981299,True,False,False
FSL-0106,Carol Moore,975502462V,Female,1997-02-19,26,Galle,Southern,Suburban,Starter,2019-07-26,6.8,112437.0,17694.735,6047.72,11647.015,Inactive,Standard,No,,,,,,,,Yes,2023-08-19,34,Agent,Yes,Expired,2023-03-10,Yes,No,No,,No,Yes,2,Agent,Friend,Unsubscribed,No,25-34,,True,True,False
FSL-0107,Ashley Torres,927417503V,Female,1992-08-28,31,Gampaha,Western,Suburban,Regular,2020-06-25,5.8,483354.0,14817.23,12184.04,2633.1899999999987,Active,Silver,Yes,Housing,2521078.62,36.0,77032.96,Delayed,2020-12-27,862987.83,Yes,2023-07-12,15,Branch,No,Verified,2021-07-05,No,No,No,,No,No,2,Agent,Family,Ignored,No,25-34,1.785415720155414,True,True,False
FSL-0108,John Harris,976066004V,Female,1997-04-16,26,Matara,Southern,Suburban,Regular,2018-11-29,7.4,378018.45,12509.59,6020.7,6488.89,Active,Silver,No,,,,,,,,Yes,2023-06-02,34,Online,No,Verified,2021-08-01,No,No,Yes,1977885.84,No,No,2,Referral,,Ignored,No,25-34,,True,False,False
FSL-0109,Emily Jackson,930754937V,Male,1993-03-16,30,Colombo,Western,Rural,Starter,2021-09-23,4.6,63594.27,2491.31,956.56,1534.75,Active,Standard,No,,,,,,,,Yes,2023-09-16,27,Agent,No,Verified,2023-03-17,No,No,No,,No,No,1,Agent,,Ignored,No,25-34,,True,True,False
FSL-0110,Patricia Collins,830662599V,Male,1983-03-07,40,Ratnapura,Sabaragamuwa,Urban,Regular,2021-04-08,5.1,615076.21,19057.58,13489.48,5568.100000000002,Active,Silver,Yes,Vehicle,708817.38,36.0,21658.31,On-Time,2023-10-03,270498.58,Yes,2023-08-15,31,App,Yes,Expired,2023-04-10,No,No,No,,Yes,Yes,4,Agent,,Responded,Yes,35-44,0.4397805923919575,True,False,False
FSL-0111,Joshua Wilson,851367704V,Male,1985-05-16,38,Trincomalee,Eastern,Rural,Starter,2016-08-09,9.7,50875.6,3202.12,2457.19,744.9299999999998,Inactive,Standard,No,,,,,,,,Yes,2023-11-10,5,App,Yes,Verified,2020-12-11,No,No,No,,No,Yes,2,Agent,,Ignored,No,35-44,,True,True,False
FSL-0112,Helen Nguyen,712549745V,Male,1971-09-11,52,Galle,Southern,Suburban,Starter,2018-08-12,7.7,114742.92,5950.8,1849.21,4101.59,Active,Standard,No,,,,,,,,Yes,2023-08-28,21,Branch,Yes,Verified,2021-09-18,No,No,Yes,652572.8,No,No,2,Referral,,Unsubscribed,No,45-54,,True,False,False
FSL-0113,,786663701V,Female,1978-06-15,45,Kurunegala,North Western,Urban,Regular,2016-06-21,9.9,184728.38,3937.45,2373.42,1564.0299999999997,Active,Standard,No,,,,,,,,No,,3,Online,No,Verified,2023-05-01,No,No,No,,Yes,No,2,Agent,,Ignored,No,45-54,,True,False,False
FSL-0114,Nicole Morris,790801152V,Male,1979-03-21,44,Matara,Southern,Suburban,Premium,2020-11-01,5.5,1714897.17,96613.98,36935.34,59678.64,Inactive,Gold,Yes,Personal,883984.97,12.0,81031.96,On-Time,2021-12-15,672946.89,No,,1,Online,No,Verified,2020-03-21,No,No,No,,No,Yes,3,Digital,,Responded,Yes,35-44,0.39241238586917726,True,True,False
FSL-0115,Christine Anderson,923492229V,Male,1992-12-14,31,Gampaha,Western,Rural,Regular,2020-02-14,6.2,791159.43,29875.23,17284.8,12590.43,Active,Silver,Yes,Personal,2564133.62,36.0,78348.53,Delayed,2021-11-15,1184875.7,Yes,2023-12-12,4,App,No,Verified,2020-12-15,No,No,No,,No,No,2,Referral,Colleague,Responded,No,25-34,1.4976446656270024,True,True,False
FSL-0116,Jeffrey Moore,008478835V,Female,2000-12-12,23,Kurunegala,North Western,Suburban,Regular,2016-04-08,10.1,123359.03,7843.74,6972.63,871.1099999999997,Inactive,Standard,Yes,Business,2416681.11,48.0,55382.28,On-Time,2012-06-15,1842211.0,Yes,2023-11-23,10,Agent,No,Verified,2022-04-22,No,No,No,,Yes,No,3,Branch,,Unsubscribed,No,18-24,14.93373448218586,True,False,False
FSL-0117,Matthew Green,912266664V,Male,1991-08-14,32,Kurunegala,North Western,Urban,Starter,2021-11-15,4.5,12912.09,756.7,298.26,458.44000000000005,Inactive,Standard,No,,,,,,,,No,,0,Agent,Yes,Verified,2021-07-23,No,No,No,,No,Yes,2,Agent,,Ignored,No,25-34,,True,True,False
FSL-0118,Christine Adams,756199148V,Female,1975-04-29,48,Colombo,Western,Urban,Regular,2021-04-01,5.1,448297.06,31181.09,24167.53,7013.560000000001,Suspended,Silver,No,,,,,,,,No,,4,Branch,No,Verified,2021-11-29,No,No,Yes,963473.97,No,No,2,Agent,,Ignored,No,45-54,,True,False,False
FSL-0119,Mark Miller,700366592V,Male,1970-02-05,53,Jaffna,Northern,Rural,Starter,2018-04-10,8.1,84415.13,3582.02,1303.12,2278.9,Inactive,Standard,No,,,,,,,,No,,5,Agent,Yes,Verified,2021-01-19,No,No,Yes,1666652.87,Yes,Yes,4,Agent,Friend,Unsubscribed,No,45-54,,True,False,False
FSL-0120,Donald Murphy,906899260V,Female,1990-07-08,33,Kandy,Central,Rural,Premium,2023-04-04,3.1,718572.23,54696.64,43937.25,10759.39,Active,Silver,No,,,,,,,,No,,1,Branch,No,Verified,2022-03-04,No,No,No,,No,Yes,2,Branch,Colleague,Ignored,No,25-34,,True,True,False
FSL-0121,Kimberly Adams,760737762V,Male,1976-03-13,47,Unknown,Eastern,Suburban,Regular,2018-05-09,8.0,677598.06,35823.5,17494.28,18329.22,Active,Silver,No,,,,,,,,Yes,2023-07-24,20,Online,No,Verified,2023-12-25,No,No,No,,No,Yes,2,Digital,Colleague,Ignored,No,45-54,,True,True,False
FSL-0122,George Stewart,888471209V,Female,1988-12-12,35,Badulla,Uva,Urban,Regular,2015-08-06,10.7,542798.26,17366.37,13026.71,4339.66,Active,Silver,Yes,Vehicle,481963.75,12.0,44180.01,Delayed,2018-11-26,131769.26,Yes,2023-08-31,30,App,No,Verified,2023-02-24,No,No,No,,Yes,No,3,Referral,,Ignored,No,35-44,0.2427591790732712,True,False,False
FSL-0123,Cynthia Flores,947811881V,Female,1994-10-08,29,Colombo,Western,Suburban,Regular,2023-10-04,2.6,691146.9,32196.27,14015.97,18180.300000000003,Active,Silver,No,,,,,,,,Yes,2023-10-29,14,Branch,Yes,Verified,2023-10-30,No,No,No,,Yes,Yes,3,Referral,,Responded,Yes,25-34,,True,False,False
FSL-0124,Betty Smith,908363536V,Female,1990-12-02,33,Colombo,Western,Urban,Regular,2015-07-28,10.8,623455.54,35862.41,28900.94,6961.470000000005,Active,Silver,No,,,,,,,,Yes,2023-06-19,22,Branch,No,Verified,2022-10-31,No,No,No,,No,No,1,Referral,Colleague,Ignored,No,25-34,,True,True,False
FSL-0125,Janet Baker,750546668V,Male,1975-02-23,48,Ratnapura,Sabaragamuwa,Urban,Regular,2021-12-19,4.4,210185.19,4706.6,3913.05,793.5500000000002,Active,Silver,No,,,,,,,,Yes,2023-08-05,20,App,No,Pending,2022-02-06,No,No,No,,No,No,1,Referral,,Responded,Yes,45-54,,True,True,False
FSL-0126,Catherine Mitchell,980452072V,Male,1998-02-14,25,Galle,Southern,Suburban,Regular,2022-09-08,3.6,350883.37,9205.64,9999999.0,-9990793.36,Active,Silver,No,,,,,,,,No,,5,App,No,Verified,2022-07-29,No,No,Yes,438185.11,No,Yes,3,Branch,Colleague,Ignored,No,25-34,,False,False,False
FSL-0127,Kevin Green,707777381V,Female,1970-10-04,53,Gampaha,Western,Suburban,Regular,2021-12-07,4.4,69325.32,4489.3,1469.39,3019.91,Inactive,Standard,Yes,Personal,905017.97,36.0,27653.33,On-Time,2022-09-21,679200.7,Yes,2023-09-10,3,Agent,Yes,Verified,2022-03-11,No,No,Yes,1304686.77,No,No,3,Referral,Friend,Ignored,No,45-54,9.797296283666629,True,False,False
FSL-0128,Donald Williams,952537456V,Male,1995-09-10,28,Badulla,Uva,Suburban,Premium,2017-05-10,9.0,3867334.64,287005.66,145314.12,141691.53999999998,Active,Gold,No,,,,,,,,Yes,2023-07-12,13,Branch,No,Verified,2020-08-22,No,No,No,,No,No,1,Agent,,Ignored,No,25-34,,True,True,False
FSL-0129,Thomas Thompson,783138982V,Male,1978-11-09,45,Jaffna,Northern,Urban,Regular,2017-08-18,8.7,98035.14,5604.76,4708.4,896.3600000000006,Active,Standard,No,,,,,,,,Yes,2023-08-18,11,Online,No,Expired,2020-12-11,Yes,No,Yes,1505650.81,No,No,2,Branch,,Ignored,No,45-54,,True,False,False
FSL-0130,Gary Adams,837578978V,Female,1983-09-14,40,Badulla,Uva,Urban,Regular,2015-12-02,10.4,676598.54,48392.24,18582.67,29809.57,Active,Silver,Yes,Personal,2195904.83,12.0,201291.28,Delayed,2023-01-01,277815.11,Yes,2023-09-12,15,App,No,Verified,2023-01-10,No,No,No,,Yes,No,3,Referral,Family,Ignored,No,35-44,0.4106055416554697,True,False,False
FSL-0131,Ryan Torres,992664913V,Male,1999-09-23,24,Trincomalee,Eastern,Suburban,Regular,2016-07-28,9.8,368051.95,11317.12,9837.15,1479.9700000000012,Active,Silver,No,,,,,,,,No,,3,Online,Yes,Unknown,2021-04-19,No,No,Yes,492870.74,No,Yes,3,Agent,,Unsubscribed,Yes,18-24,,True,False,False
FSL-0132,Carol Miller,817979918V,Female,1981-10-24,42,Trincomalee,Eastern,Urban,Regular,2019-02-05,7.2,478389.48,35349.92,12255.91,23094.01,Active,Silver,No,,,,,,,,Yes,2023-09-12,24,Online,Yes,Verified,2023-05-22,Yes,No,No,,Yes,No,2,Referral,Family,Responded,Yes,35-44,,True,False,False
FSL-0133,Donald Collins,882206410V,Male,1988-08-07,35,Gampaha,Western,Suburban,Regular,2017-05-13,9.0,480816.9,28289.13,15461.13,12828.000000000002,Active,Silver,Yes,Housing,447435.94,60.0,8202.99,On-Time,2023-10-13,100599.41,Yes,2023-07-17,35,Agent,No,Verified,2020-02-08,No,No,No,,No,Yes,3,Agent,,Responded,No,35-44,0.20922602762090933,True,True,False
FSL-0134,Andrew Turner,973499369V,Male,1997-12-15,26,Matara,Southern,Urban,Regular,2020-02-01,6.2,485296.02,11710.47,6170.56,5539.909999999999,Active,Silver,Yes,Business,2488216.85,60.0,45617.31,On-Time,2022-10-02,2155708.93,Yes,2023-12-18,34,App,Yes,Verified,2023-05-20,No,Yes,No,,No,Yes,3,Agent,Colleague,Unsubscribed,No,25-34,4.442049473226671,True,True,False
FSL-0135,Edward Harris,875386742V,Female,1987-02-07,36,Trincomalee,Eastern,Rural,Starter,2022-10-24,3.5,88537.52,4031.06,1824.9,2206.16,Inactive,Standard,No,,,,,,,,Yes,2023-11-01,28,Online,Yes,Pending,2020-01-15,No,No,Yes,1343637.63,No,Yes,3,Referral,Friend,Responded,No,35-44,,True,False,False
FSL-0136,Betty Thompson,956216990V,Female,1995-05-01,28,Trincomalee,Eastern,Urban,Regular,2026-06-01,-0.1,178881.06,9503.29,6030.19,3473.1000000000013,Active,Standard,No,,,,,,,,Yes,2023-08-18,24,Agent,No,Expired,2023-09-12,No,No,No,,No,Yes,2,Agent,Colleague,Ignored,No,25-34,,True,True,False
FSL-0137,Richard Taylor,986921086V,Female,1998-07-11,25,Gampaha,Western,Rural,Regular,2021-09-24,4.6,359594.4,8574.47,3713.28,4861.189999999999,Active,Silver,Yes,Business,2795520.72,48.0,64064.02,On-Time,2023-03-11,960258.15,No,,0,Branch,No,Verified,2021-02-17,No,No,No,,Yes,No,3,Branch,,Responded,Yes,25-34,2.670392392095094,True,False,False
FSL-0138,Lisa Edwards,770232422V,Male,1977-01-23,46,Matara,Southern,Rural,Regular,2019-06-07,6.9,336251.75,10766.32,3329.16,7437.16,Active,Silver,No,,,,,,,,Yes,2023-12-03,24,Online,No,Verified,2023-05-26,No,No,No,,Yes,Yes,3,Digital,,Responded,No,45-54,,True,False,False
FSL-0139,Mark Rivera,945485098V,Female,1994-02-17,29,Ratnapura,Sabaragamuwa,Rural,Regular,2023-08-20,2.7,209753.14,8469.76,6482.41,1987.3500000000004,Active,Silver,No,,,,,,,,No,,3,App,Yes,Verified,2021-03-27,No,No,No,,No,No,1,Digital,,Ignored,No,25-34,,True,True,False
FSL-0140,Daniel Hill,736503924V,Female,1973-05-30,50,Ratnapura,Sabaragamuwa,Urban,Regular,2021-06-07,4.9,229879.11,17660.94,12536.87,5124.069999999998,Inactive,Silver,No,,,,,,,,Yes,2023-12-06,17,Online,Yes,Verified,2021-05-26,No,No,No,,Yes,Yes,3,Agent,,Responded,No,45-54,,True,False,False
FSL-0141,David Baker,978086167V,Female,1997-11-04,26,Ratnapura,Sabaragamuwa,Rural,Starter,2021-06-11,4.9,85045.89,6476.32,5768.05,708.2699999999995,Inactive,Standard,Yes,Housing,2262999.69,24.0,103720.82,On-Time,2023-09-07,1040299.8,No,,0,Online,Yes,Verified,2020-12-23,No,No,No,,No,Yes,3,Branch,,Ignored,No,25-34,12.232217218257109,True,True,False
FSL-0142,Margaret Thomas,807345413V,Female,1980-08-21,43,Ratnapura,Sabaragamuwa,Rural,Regular,2017-01-23,9.3,409040.61,13347.79,9616.12,3731.67,Active,Silver,No,,,,,,,,Yes,2023-07-17,10,Branch,No,Pending,2021-04-27,No,No,Yes,1620071.17,No,Yes,3,Digital,Family,Ignored,Yes,35-44,,True,False,False
FSL-0143,Carolyn Mitchell,918035915V,Female,1991-10-30,32,Matara,Southern,Suburban,Regular,2019-06-20,6.9,97200.34,2896.62,1243.46,1653.1599999999999,Active,Standard,No,,,,,,,,Yes,2023-12-08,23,Online,Yes,Verified,2021-06-11,No,No,No,,No,No,1,Branch,Colleague,Ignored,No,25-34,,True,True,False
